"name","pop","location"
"Berezovskiy","55000","https://www.google.com/maps/?q=55.6,86.2"
"Pokrovskoye-Streshnevo","55000","https://www.google.com/maps/?q=55.808,37.4581"
"Zamoskvorech'ye","55000","https://www.google.com/maps/?q=55.7333,37.6333"
"Gorno-Altaysk","54917","https://www.google.com/maps/?q=51.9606,85.9189"
"Belorechensk","54526","https://www.google.com/maps/?q=44.7713,39.8788"
"Krasnokamensk","54316","https://www.google.com/maps/?q=50.0979,118.037"
"Kupchino","54198","https://www.google.com/maps/?q=59.8528,30.3567"
"Altuf'yevskiy","54000","https://www.google.com/maps/?q=55.8833,37.5833"
"Timashevsk","53940","https://www.google.com/maps/?q=45.6169,38.9453"
"Severomorsk","53921","https://www.google.com/maps/?q=69.0689,33.4162"
"Domodedovo","53887","https://www.google.com/maps/?q=55.4413,37.7537"
"Vyshniy Volochek","53800","https://www.google.com/maps/?q=57.5913,34.5645"
"Anapa","53600","https://www.google.com/maps/?q=44.8908,37.3239"
"Buguruslan","53511","https://www.google.com/maps/?q=53.6554,52.442"
"Fryazevo","53212","https://www.google.com/maps/?q=55.7332,38.4646"
"Livny","52915","https://www.google.com/maps/?q=52.4253,37.6069"
"Yartsevo","52706","https://www.google.com/maps/?q=55.0667,32.6964"
