City,StationId,Year,AvgMinJanuaryTemp,TenYearMA,Samples
Perm,28224,1919,-24.25,-18.57,10
Perm,28224,1920,-17.85,-18.86,10
Perm,28224,1921,-17.11,-18.37,10
Perm,28224,1922,-18.36,-18.04,10
Perm,28224,1923,-15.15,-17.73,10
Perm,28224,1924,-18.76,-17.77,10
Perm,28224,1925,-15.49,-17.79,10
Perm,28224,1926,-17.01,-17.76,10
Perm,28224,1927,-24.16,-18.52,10
Perm,28224,1928,-15.49,-18.36,10
Perm,28224,1929,-24.39,-18.38,10
Perm,28224,1930,-15.01,-18.09,10
Perm,28224,1931,-17.50,-18.13,10
Perm,28224,1932,-13.16,-17.61,10
Perm,28224,1933,-19.30,-18.03,10
Perm,28224,1934,-13.58,-17.51,10
Perm,28224,1935,-17.25,-17.68,10
Perm,28224,1936,-14.43,-17.43,10
Perm,28224,1937,-16.37,-16.65,10
Perm,28224,1938,-15.85,-16.68,10
Perm,28224,1939,-20.62,-16.31,10
Perm,28224,1940,-28.14,-17.62,10
Perm,28224,1941,-20.58,-17.93,10
Perm,28224,1942,-25.86,-19.20,10
Perm,28224,1943,-24.55,-19.72,10
Perm,28224,1944,-10.58,-19.42,10
Perm,28224,1945,-19.10,-19.61,10
Perm,28224,1946,-16.34,-19.80,10
Perm,28224,1947,-19.08,-20.07,10
Perm,28224,1948,-16.23,-20.11,10
Perm,28224,1949,-8.93,-18.94,10
Perm,28224,1950,-26.38,-18.76,10
Perm,28224,1951,-18.83,-18.59,10
Perm,28224,1952,-15.46,-17.55,10
Perm,28224,1953,-17.92,-16.89,10
Perm,28224,1954,-22.55,-18.08,10
Perm,28224,1955,-13.25,-17.50,10
Perm,28224,1956,-20.04,-17.87,10
Perm,28224,1957,-18.62,-17.82,10
Perm,28224,1958,-13.21,-17.52,10
Perm,28224,1959,-11.06,-17.73,10
Perm,28224,1960,-19.09,-17.00,10
Perm,28224,1961,-15.01,-16.62,10
Perm,28224,1962,-13.55,-16.43,10
Perm,28224,1963,-21.92,-16.83,10
Perm,28224,1964,-18.39,-16.42,10
Perm,28224,1965,-18.49,-16.94,10
Perm,28224,1966,-20.68,-17.00,10
Perm,28224,1967,-21.47,-17.29,10
Perm,28224,1968,-18.78,-17.84,10
Perm,28224,1969,-29.43,-19.68,10
Perm,28224,1970,-21.31,-19.90,10
Perm,28224,1971,-14.12,-19.81,10
Perm,28224,1972,-28.48,-21.31,10
Perm,28224,1973,-22.84,-21.40,10
Perm,28224,1974,-22.91,-21.85,10
Perm,28224,1975,-11.82,-21.18,10
Perm,28224,1976,-16.74,-20.79,10
Perm,28224,1977,-20.56,-20.70,10
Perm,28224,1978,-12.82,-20.10,10
Perm,28224,1979,-21.40,-19.30,10
Perm,28224,1980,-20.10,-19.18,10
Perm,28224,1981,-11.52,-18.92,10
Perm,28224,1982,-20.73,-18.14,10
Perm,28224,1983,-10.91,-16.95,10
Perm,28224,1984,-12.08,-15.87,10
Perm,28224,1985,-17.20,-16.41,10
Perm,28224,1986,-16.65,-16.40,10
Perm,28224,1987,-23.25,-16.67,10
Perm,28224,1988,-20.68,-17.45,10
Perm,28224,1989,-20.18,-17.33,10
Perm,28224,1990,-16.85,-17.00,10
Perm,28224,1991,-17.41,-17.59,10
Perm,28224,1992,-17.93,-17.31,10
Perm,28224,1993,-12.05,-17.43,10
Perm,28224,1994,-13.13,-17.53,10
Perm,28224,1995,-14.45,-17.26,10
Perm,28224,1996,-17.65,-17.36,10
Perm,28224,1997,-22.95,-17.33,10
Perm,28224,1998,-13.54,-16.62,10
Perm,28224,1999,-19.05,-16.50,10
Perm,28224,2000,-14.20,-16.24,10
Perm,28224,2001,-14.01,-15.90,10
Perm,28224,2002,-13.89,-15.49,10
Perm,28224,2003,-16.62,-15.95,10
Perm,28224,2004,-12.35,-15.87,10
Perm,28224,2005,-12.33,-15.66,10
Perm,28224,2006,-23.41,-16.24,10
Perm,28224,2007,-7.66,-14.71,10
Perm,28224,2008,-14.71,-14.82,10
Perm,28224,2009,-15.45,-14.46,10
Perm,28224,2010,-22.95,-15.34,10
SaintPetersburg,26063,1881,-15.14,-15.14,1
SaintPetersburg,26063,1882,-4.29,-9.71,2
SaintPetersburg,26063,1883,-17.54,-12.32,3
SaintPetersburg,26063,1884,-10.75,-11.93,4
SaintPetersburg,26063,1885,-10.51,-11.65,5
SaintPetersburg,26063,1886,-12.79,-11.84,6
SaintPetersburg,26063,1887,-6.85,-11.12,7
SaintPetersburg,26063,1888,-15.66,-11.69,8
SaintPetersburg,26063,1889,-10.54,-11.56,9
SaintPetersburg,26063,1890,-7.77,-11.19,10
SaintPetersburg,26063,1891,-11.42,-10.81,10
SaintPetersburg,26063,1892,-14.42,-11.83,10
SaintPetersburg,26063,1893,-18.91,-11.96,10
SaintPetersburg,26063,1894,-6.12,-11.50,10
SaintPetersburg,26063,1895,-11.29,-11.58,10
SaintPetersburg,26063,1896,-11.00,-11.40,10
SaintPetersburg,26063,1897,-13.23,-12.04,10
SaintPetersburg,26063,1898,-6.58,-11.13,10
SaintPetersburg,26063,1899,-10.25,-11.10,10
SaintPetersburg,26063,1900,-11.22,-11.44,10
SaintPetersburg,26063,1901,-5.61,-10.86,10
SaintPetersburg,26063,1902,-14.03,-10.82,10
SaintPetersburg,26063,1903,-10.56,-9.99,10
SaintPetersburg,26063,1904,-5.01,-9.88,10
SaintPetersburg,26063,1905,-12.26,-9.98,10
SaintPetersburg,26063,1906,-7.79,-9.65,10
SaintPetersburg,26063,1907,-15.78,-9.91,10
SaintPetersburg,26063,1908,-11.10,-10.36,10
SaintPetersburg,26063,1909,-6.57,-9.99,10
SaintPetersburg,26063,1910,-8.45,-9.72,10
SaintPetersburg,26063,1911,-9.84,-10.14,10
SaintPetersburg,26063,1912,-15.75,-10.31,10
SaintPetersburg,26063,1914,-12.72,-11.14,9
SaintPetersburg,26063,1915,-10.90,-10.99,9
SaintPetersburg,26063,1916,-7.52,-10.96,9
SaintPetersburg,26063,1917,-15.18,-10.89,9
SaintPetersburg,26063,1918,-14.58,-11.28,9
SaintPetersburg,26063,1919,-7.48,-11.38,9
SaintPetersburg,26063,1920,-12.47,-11.83,9
SaintPetersburg,26063,1921,-10.67,-11.92,9
SaintPetersburg,26063,1922,-12.37,-11.54,9
SaintPetersburg,26063,1923,-5.78,-10.97,10
SaintPetersburg,26063,1924,-12.90,-10.99,10
SaintPetersburg,26063,1925,-1.99,-10.10,10
SaintPetersburg,26063,1926,-15.89,-10.93,10
SaintPetersburg,26063,1927,-12.82,-10.70,10
SaintPetersburg,26063,1928,-8.73,-10.11,10
SaintPetersburg,26063,1929,-13.93,-10.76,10
SaintPetersburg,26063,1930,-2.20,-9.73,10
SaintPetersburg,26063,1931,-10.40,-9.70,10
SaintPetersburg,26063,1932,-4.85,-8.95,10
SaintPetersburg,26063,1933,-10.67,-9.44,10
SaintPetersburg,26063,1934,-5.22,-8.67,10
SaintPetersburg,26063,1935,-11.85,-9.66,10
SaintPetersburg,26063,1936,-6.65,-8.73,10
SaintPetersburg,26063,1937,-9.55,-8.40,10
SaintPetersburg,26063,1938,-9.21,-8.45,10
SaintPetersburg,26063,1939,-10.26,-8.09,10
SaintPetersburg,26063,1940,-18.44,-9.71,10
SaintPetersburg,26063,1941,-18.10,-10.48,10
SaintPetersburg,26063,1942,-22.39,-12.23,10
SaintPetersburg,26063,1943,-14.65,-12.63,10
SaintPetersburg,26063,1944,-5.59,-12.67,10
SaintPetersburg,26063,1945,-9.13,-12.40,10
SaintPetersburg,26063,1946,-9.19,-12.65,10
SaintPetersburg,26063,1947,-11.27,-12.82,10
SaintPetersburg,26063,1948,-10.35,-12.94,10
SaintPetersburg,26063,1949,-4.78,-12.39,10
SaintPetersburg,26063,1950,-17.22,-12.27,10
SaintPetersburg,26063,1951,-11.77,-11.63,10
SaintPetersburg,26063,1952,-4.61,-9.86,10
SaintPetersburg,26063,1953,-10.00,-9.39,10
SaintPetersburg,26063,1954,-12.19,-10.05,10
SaintPetersburg,26063,1955,-9.83,-10.12,10
SaintPetersburg,26063,1957,-5.60,-9.60,9
SaintPetersburg,26063,1958,-10.28,-9.59,9
SaintPetersburg,26063,1959,-7.05,-9.84,9
SaintPetersburg,26063,1960,-12.95,-9.37,9
SaintPetersburg,26063,1961,-5.91,-8.72,9
SaintPetersburg,26063,1962,-5.85,-8.85,9
SaintPetersburg,26063,1963,-17.13,-9.64,9
SaintPetersburg,26063,1964,-6.74,-9.04,9
SaintPetersburg,26063,1965,-7.79,-8.81,9
SaintPetersburg,26063,1966,-18.47,-9.78,10
SaintPetersburg,26063,1967,-16.57,-10.88,10
SaintPetersburg,26063,1968,-19.65,-11.81,10
SaintPetersburg,26063,1969,-15.07,-12.61,10
SaintPetersburg,26063,1970,-12.79,-12.60,10
SaintPetersburg,26063,1971,-4.85,-12.49,10
SaintPetersburg,26063,1972,-14.05,-13.31,10
SaintPetersburg,26063,1973,-7.75,-12.37,10
SaintPetersburg,26063,1974,-9.99,-12.70,10
SaintPetersburg,26063,1975,-4.00,-12.32,10
SaintPetersburg,26063,1976,-14.44,-11.92,10
SaintPetersburg,26063,1977,-9.46,-11.21,10
SaintPetersburg,26063,1978,-10.21,-10.26,10
SaintPetersburg,26063,1979,-11.86,-9.94,10
SaintPetersburg,26063,1980,-11.49,-9.81,10
SaintPetersburg,26063,1981,-6.86,-10.01,10
SaintPetersburg,26063,1982,-14.31,-10.04,10
SaintPetersburg,26063,1983,-4.53,-9.72,10
SaintPetersburg,26063,1984,-5.48,-9.26,10
SaintPetersburg,26063,1985,-17.59,-10.62,10
SaintPetersburg,26063,1986,-9.02,-10.08,10
SaintPetersburg,26063,1987,-21.03,-11.24,10
SaintPetersburg,26063,1988,-6.70,-10.89,10
SaintPetersburg,26063,1989,-3.23,-10.02,10
SaintPetersburg,26063,1990,-8.54,-9.73,10
SaintPetersburg,26063,1991,-7.49,-9.79,10
SaintPetersburg,26063,1992,-5.97,-8.96,10
SaintPetersburg,26063,1993,-4.63,-8.97,10
SaintPetersburg,26063,1994,-5.59,-8.98,10
SaintPetersburg,26063,1995,-6.67,-7.89,10
SaintPetersburg,26063,1996,-9.29,-7.91,10
SaintPetersburg,26063,1997,-9.11,-6.72,10
SaintPetersburg,26063,1998,-3.44,-6.40,10
SaintPetersburg,26063,1999,-9.78,-7.05,10
SaintPetersburg,26063,2000,-6.51,-6.85,10
SaintPetersburg,26063,2001,-3.97,-6.50,10
SaintPetersburg,26063,2002,-7.53,-6.65,10
SaintPetersburg,26063,2003,-12.82,-7.47,10
SaintPetersburg,26063,2004,-10.88,-8.00,10
SaintPetersburg,26063,2005,-3.39,-7.67,10
SaintPetersburg,26063,2006,-8.00,-7.54,10
SaintPetersburg,26063,2007,-4.27,-7.06,10
SaintPetersburg,26063,2008,-3.17,-7.03,10
SaintPetersburg,26063,2009,-5.42,-6.59,10
SaintPetersburg,26063,2010,-14.65,-7.41,10
Samara,27995,1904,-19.29,-19.29,1
Samara,27995,1905,-19.58,-19.43,2
Samara,27995,1906,-17.95,-18.94,3
Samara,27995,1907,-19.16,-18.99,4
Samara,27995,1908,-20.61,-19.32,5
Samara,27995,1909,-20.76,-19.56,6
Samara,27995,1910,-13.44,-18.68,7
Samara,27995,1911,-21.74,-19.07,8
Samara,27995,1912,-17.85,-18.93,9
Samara,27995,1913,-12.97,-18.33,10
Samara,27995,1914,-15.00,-17.91,10
Samara,27995,1915,-11.19,-17.07,10
Samara,27995,1916,-13.88,-16.66,10
Samara,27995,1917,-16.39,-16.38,10
Samara,27995,1918,-15.02,-15.82,10
Samara,27995,1919,-21.36,-15.88,10
Samara,27995,1920,-13.66,-15.91,10
Samara,27995,1921,-15.67,-15.30,10
Samara,27995,1922,-16.83,-15.20,10
Samara,27995,1923,-19.18,-15.82,10
Samara,27995,1924,-15.69,-15.89,10
Samara,27995,1925,-13.35,-16.10,10
Samara,27995,1926,-13.74,-16.09,10
Samara,27995,1927,-21.88,-16.64,10
Samara,27995,1928,-16.51,-16.79,10
Samara,27995,1929,-20.44,-16.69,10
Samara,27995,1930,-13.30,-16.66,10
Samara,27995,1931,-22.09,-17.30,10
Samara,27995,1932,-9.99,-16.62,10
Samara,27995,1933,-20.90,-16.79,10
Samara,27995,1934,-21.85,-17.41,10
Samara,27995,1935,-20.01,-18.07,10
Samara,27995,1936,-14.34,-18.13,10
Samara,27995,1937,-19.60,-17.90,10
Samara,27995,1938,-15.60,-17.81,10
Samara,27995,1939,-20.38,-17.81,10
Samara,27995,1940,-28.23,-19.30,10
Samara,27995,1941,-20.20,-19.11,10
Samara,27995,1942,-26.00,-20.71,10
Samara,27995,1943,-23.55,-20.98,10
Samara,27995,1944,-10.03,-19.79,10
Samara,27995,1945,-19.67,-19.76,10
Samara,27995,1946,-15.48,-19.87,10
Samara,27995,1948,-12.19,-19.53,9
Samara,27995,1949,-11.53,-18.54,9
Samara,27995,1950,-24.84,-18.17,9
Samara,27995,1951,-21.89,-18.35,9
Samara,27995,1952,-15.38,-17.17,9
Samara,27995,1953,-18.66,-16.63,9
Samara,27995,1954,-24.77,-18.27,9
Samara,27995,1955,-12.43,-17.46,9
Samara,27995,1956,-18.53,-17.80,9
Samara,27995,1957,-17.74,-17.80,10
Samara,27995,1958,-13.62,-17.94,10
Samara,27995,1959,-13.59,-18.14,10
Samara,27995,1960,-14.22,-17.08,10
Samara,27995,1961,-15.05,-16.40,10
Samara,27995,1962,-13.44,-16.20,10
Samara,27995,1963,-21.43,-16.48,10
Samara,27995,1964,-17.00,-15.71,10
Samara,27995,1965,-17.22,-16.18,10
Samara,27995,1966,-15.09,-15.84,10
Samara,27995,1967,-19.94,-16.06,10
Samara,27995,1968,-18.79,-16.58,10
Samara,27995,1969,-26.54,-17.87,10
Samara,27995,1970,-18.64,-18.31,10
Samara,27995,1971,-9.73,-17.78,10
Samara,27995,1972,-26.44,-19.08,10
Samara,27995,1973,-19.22,-18.86,10
Samara,27995,1974,-19.42,-19.10,10
Samara,27995,1975,-11.27,-18.51,10
Samara,27995,1976,-17.24,-18.72,10
Samara,27995,1977,-22.88,-19.02,10
Samara,27995,1978,-12.11,-18.35,10
Samara,27995,1979,-19.44,-17.64,10
Samara,27995,1980,-18.53,-17.63,10
Samara,27995,1981,-13.02,-17.96,10
Samara,27995,1982,-14.96,-16.81,10
Samara,27995,1983,-8.51,-15.74,10
Samara,27995,1984,-14.40,-15.24,10
Samara,27995,1985,-16.22,-15.73,10
Samara,27995,1986,-15.11,-15.52,10
Samara,27995,1987,-23.19,-15.55,10
Samara,27995,1988,-17.39,-16.08,10
Samara,27995,1989,-14.10,-15.54,10
Samara,27995,1990,-13.69,-15.06,10
Samara,27995,1991,-12.17,-14.98,10
Samara,27995,1992,-13.47,-14.83,10
Samara,27995,1993,-11.83,-15.16,10
Samara,27995,1994,-12.93,-15.01,10
Samara,27995,1995,-15.69,-14.96,10
Samara,27995,1996,-20.70,-15.52,10
Samara,27995,1997,-19.97,-15.19,10
Samara,27995,1998,-14.46,-14.90,10
Samara,27995,1999,-11.13,-14.60,10
Samara,27995,2000,-11.33,-14.37,10
Samara,27995,2001,-8.13,-13.96,10
Samara,27995,2002,-10.37,-13.65,10
Samara,27995,2003,-14.35,-13.91,10
Samara,27995,2004,-11.50,-13.76,10
Samara,27995,2005,-11.79,-13.37,10
Samara,27995,2006,-20.67,-13.37,10
Samara,27995,2007,-3.96,-11.77,10
Samara,27995,2008,-17.12,-12.04,10
Samara,27995,2009,-15.46,-12.47,10
Samara,27995,2010,-22.27,-13.56,10
Samara,27995,2011,-15.19,-14.27,10
Saratov,34163,1884,-16.17,-16.17,1
Saratov,34163,1891,-23.90,-20.03,2
Saratov,34163,1892,-20.98,-20.35,3
Saratov,34163,1893,-25.41,-21.61,4
Saratov,34163,1894,-17.53,-21.95,4
Saratov,34163,1895,-13.93,-20.35,5
Saratov,34163,1896,-23.90,-20.94,6
Saratov,34163,1897,-19.47,-20.73,7
Saratov,34163,1898,-15.81,-20.12,8
Saratov,34163,1899,-10.11,-19.00,9
Saratov,34163,1900,-22.72,-19.38,10
Saratov,34163,1901,-14.96,-18.48,10
Saratov,34163,1902,-12.23,-17.61,10
Saratov,34163,1903,-13.17,-16.38,10
Saratov,34163,1904,-16.85,-16.32,10
Saratov,34163,1906,-14.02,-15.48,9
Saratov,34163,1907,-17.95,-15.31,9
Saratov,34163,1908,-19.57,-15.73,9
Saratov,34163,1909,-19.16,-16.74,9
Saratov,34163,1910,-13.15,-15.67,9
Saratov,34163,1911,-18.29,-16.04,9
Saratov,34163,1912,-16.18,-16.48,9
Saratov,34163,1913,-13.88,-16.56,9
Saratov,34163,1914,-15.39,-16.40,9
Saratov,34163,1915,-9.84,-15.74,10
Saratov,34163,1916,-12.99,-15.64,10
Saratov,34163,1917,-16.32,-15.48,10
Saratov,34163,1919,-17.86,-14.88,9
Saratov,34163,1920,-12.78,-14.84,9
Saratov,34163,1921,-15.81,-14.56,9
Saratov,34163,1922,-16.01,-14.54,9
Saratov,34163,1923,-17.09,-14.90,9
Saratov,34163,1924,-16.40,-15.01,9
Saratov,34163,1925,-12.51,-15.31,9
Saratov,34163,1926,-13.52,-15.37,9
Saratov,34163,1927,-20.40,-15.82,9
Saratov,34163,1928,-14.50,-15.69,10
Saratov,34163,1929,-18.03,-15.70,10
Saratov,34163,1930,-12.81,-15.71,10
Saratov,34163,1931,-19.99,-16.12,10
Saratov,34163,1932,-8.61,-15.38,10
Saratov,34163,1933,-20.14,-15.69,10
Saratov,34163,1934,-21.02,-16.15,10
Saratov,34163,1935,-19.40,-16.84,10
Saratov,34163,1936,-12.86,-16.77,10
Saratov,34163,1937,-17.16,-16.45,10
Saratov,34163,1938,-13.75,-16.38,10
Saratov,34163,1939,-18.37,-16.41,10
Saratov,34163,1940,-25.65,-17.70,10
Saratov,34163,1941,-19.83,-17.68,10
Saratov,34163,1942,-24.27,-19.25,10
Saratov,34163,1943,-22.38,-19.47,10
Saratov,34163,1945,-19.48,-19.31,9
Saratov,34163,1947,-19.10,-20.35,8
Saratov,34163,1949,-10.68,-20.20,7
Saratov,34163,1950,-22.94,-19.81,7
Saratov,34163,1951,-19.94,-19.83,7
Saratov,34163,1952,-13.00,-18.22,7
Saratov,34163,1953,-16.52,-17.38,7
Saratov,34163,1954,-23.25,-18.11,8
Saratov,34163,1955,-11.12,-17.07,8
Saratov,34163,1956,-15.63,-16.91,9
Saratov,34163,1957,-16.61,-16.63,9
Saratov,34163,1958,-12.74,-16.24,10
Saratov,34163,1959,-11.99,-16.37,10
Saratov,34163,1960,-12.99,-15.38,10
Saratov,34163,1961,-12.06,-14.59,10
Saratov,34163,1962,-11.63,-14.45,10
Saratov,34163,1963,-20.20,-14.82,10
Saratov,34163,1964,-15.48,-14.04,10
Saratov,34163,1965,-14.39,-14.37,10
Saratov,34163,1966,-13.20,-14.13,10
Saratov,34163,1967,-19.23,-14.39,10
Saratov,34163,1968,-17.45,-14.86,10
Saratov,34163,1969,-23.68,-16.03,10
Saratov,34163,1970,-16.47,-16.38,10
Saratov,34163,1971,-8.36,-16.01,10
Saratov,34163,1972,-23.76,-17.22,10
Saratov,34163,1973,-18.83,-17.08,10
Saratov,34163,1974,-17.07,-17.24,10
Saratov,34163,1975,-10.05,-16.81,10
Saratov,34163,1976,-16.19,-17.11,10
Saratov,34163,1977,-20.30,-17.22,10
Saratov,34163,1978,-11.11,-16.58,10
Saratov,34163,1979,-17.07,-15.92,10
Saratov,34163,1980,-19.18,-16.19,10
Saratov,34163,1981,-10.29,-16.39,10
Saratov,34163,1982,-12.31,-15.24,10
Saratov,34163,1983,-8.43,-14.20,10
Saratov,34163,1984,-10.87,-13.58,10
Saratov,34163,1985,-16.99,-14.27,10
Saratov,34163,1986,-11.91,-13.85,10
Saratov,34163,1987,-22.29,-14.04,10
Saratov,34163,1988,-13.73,-14.31,10
Saratov,34163,1989,-9.92,-13.59,10
Saratov,34163,1990,-11.51,-12.82,10
Saratov,34163,1991,-10.70,-12.87,10
Saratov,34163,1992,-11.02,-12.74,10
Saratov,34163,1993,-9.96,-12.89,10
Saratov,34163,1994,-9.73,-12.78,10
Saratov,34163,1995,-13.45,-12.42,10
Saratov,34163,1996,-20.01,-13.23,10
Saratov,34163,1997,-15.63,-12.57,10
Saratov,34163,1998,-13.62,-12.56,10
Saratov,34163,1999,-8.98,-12.46,10
Saratov,34163,2000,-10.99,-12.41,10
Saratov,34163,2001,-6.85,-12.02,10
Saratov,34163,2002,-9.77,-11.90,10
Saratov,34163,2003,-12.00,-12.10,10
Saratov,34163,2004,-10.02,-12.13,10
Saratov,34163,2005,-8.65,-11.65,10
Saratov,34163,2006,-17.57,-11.41,10
Saratov,34163,2007,-2.44,-10.09,10
Saratov,34163,2008,-15.24,-10.25,10
Saratov,34163,2009,-14.67,-10.82,10
Saratov,34163,2010,-20.58,-11.78,10
Saratov,34163,2011,-13.83,-12.48,10
Ufa,28722,1900,-23.15,-23.15,1
Ufa,28722,1901,-20.90,-22.03,2
Ufa,28722,1902,-16.80,-20.28,3
Ufa,28722,1903,-15.88,-19.18,4
Ufa,28722,1904,-17.13,-18.77,5
Ufa,28722,1905,-21.03,-19.15,6
Ufa,28722,1906,-17.76,-18.95,7
Ufa,28722,1907,-19.38,-19.01,8
Ufa,28722,1908,-21.99,-19.34,9
Ufa,28722,1909,-19.06,-19.31,10
Ufa,28722,1910,-12.67,-18.26,10
Ufa,28722,1911,-21.42,-18.31,10
Ufa,28722,1914,-15.95,-18.66,8
Ufa,28722,1917,-14.62,-17.62,6
Ufa,28722,1918,-15.90,-16.61,6
Ufa,28722,1919,-21.81,-17.06,6
Ufa,28722,1920,-15.40,-17.52,6
Ufa,28722,1922,-16.82,-16.75,6
Ufa,28722,1923,-16.52,-16.72,7
Ufa,28722,1924,-15.78,-16.69,7
Ufa,28722,1925,-13.62,-16.31,8
Ufa,28722,1926,-15.20,-16.19,9
Ufa,28722,1927,-21.17,-16.91,9
Ufa,28722,1928,-16.61,-16.99,9
Ufa,28722,1929,-19.64,-16.75,9
Ufa,28722,1931,-19.47,-17.20,9
Ufa,28722,1932,-12.69,-16.75,9
Ufa,28722,1933,-21.00,-17.24,9
Ufa,28722,1934,-17.51,-17.44,9
Ufa,28722,1935,-19.12,-18.05,9
Ufa,28722,1936,-13.99,-17.91,9
Ufa,28722,1937,-18.04,-17.56,9
Ufa,28722,1938,-14.85,-17.37,9
Ufa,28722,1939,-18.49,-17.24,9
Ufa,28722,1940,-22.58,-17.77,10
Ufa,28722,1941,-20.29,-17.86,10
Ufa,28722,1942,-24.40,-19.03,10
Ufa,28722,1943,-21.46,-19.07,10
Ufa,28722,1944,-10.20,-18.34,10
Ufa,28722,1945,-18.76,-18.31,10
Ufa,28722,1946,-16.06,-18.51,10
Ufa,28722,1947,-18.87,-18.60,10
Ufa,28722,1948,-12.63,-18.37,10
Ufa,28722,1949,-10.99,-17.62,10
Ufa,28722,1950,-26.01,-17.97,10
Ufa,28722,1951,-19.61,-17.90,10
Ufa,28722,1952,-16.18,-17.08,10
Ufa,28722,1953,-18.52,-16.78,10
Ufa,28722,1954,-22.74,-18.04,10
Ufa,28722,1955,-12.67,-17.43,10
Ufa,28722,1956,-19.15,-17.74,10
Ufa,28722,1957,-18.49,-17.70,10
Ufa,28722,1958,-14.95,-17.93,10
Ufa,28722,1959,-14.76,-18.31,10
Ufa,28722,1960,-15.60,-17.27,10
Ufa,28722,1961,-16.78,-16.98,10
Ufa,28722,1962,-14.22,-16.79,10
Ufa,28722,1963,-20.29,-16.97,10
Ufa,28722,1964,-19.16,-16.61,10
Ufa,28722,1965,-18.10,-17.15,10
Ufa,28722,1966,-18.24,-17.06,10
Ufa,28722,1967,-19.98,-17.21,10
Ufa,28722,1968,-20.22,-17.73,10
Ufa,28722,1969,-33.09,-19.57,10
Ufa,28722,1970,-21.39,-20.15,10
Ufa,28722,1971,-13.82,-19.85,10
Ufa,28722,1972,-30.56,-21.48,10
Ufa,28722,1973,-24.84,-21.94,10
Ufa,28722,1974,-25.18,-22.54,10
Ufa,28722,1975,-13.20,-22.05,10
Ufa,28722,1976,-16.84,-21.91,10
Ufa,28722,1977,-25.40,-22.45,10
Ufa,28722,1978,-14.71,-21.90,10
Ufa,28722,1979,-23.30,-20.92,10
Ufa,28722,1980,-22.16,-21.00,10
Ufa,28722,1981,-15.38,-21.16,10
Ufa,28722,1982,-18.49,-19.95,10
Ufa,28722,1983,-10.80,-18.55,10
Ufa,28722,1984,-16.85,-17.71,10
Ufa,28722,1985,-17.15,-18.11,10
Ufa,28722,1986,-17.63,-18.19,10
Ufa,28722,1987,-23.16,-17.96,10
Ufa,28722,1988,-20.59,-18.55,10
Ufa,28722,1989,-17.34,-17.96,10
Ufa,28722,1990,-17.43,-17.48,10
Ufa,28722,1991,-16.44,-17.59,10
Ufa,28722,1992,-14.73,-17.21,10
Ufa,28722,1993,-12.63,-17.40,10
Ufa,28722,1994,-15.45,-17.25,10
Ufa,28722,1995,-18.39,-17.38,10
Ufa,28722,1996,-23.49,-17.97,10
Ufa,28722,1997,-24.33,-18.08,10
Ufa,28722,1998,-17.44,-17.77,10
Ufa,28722,1999,-14.07,-17.44,10
Ufa,28722,2000,-12.44,-16.94,10
Ufa,28722,2001,-13.54,-16.65,10
Ufa,28722,2002,-12.03,-16.38,10
Ufa,28722,2003,-17.82,-16.90,10
Ufa,28722,2004,-13.74,-16.73,10
Ufa,28722,2005,-17.01,-16.59,10
Ufa,28722,2006,-24.01,-16.64,10
Ufa,28722,2007,-7.80,-14.99,10
Ufa,28722,2008,-18.52,-15.10,10
Ufa,28722,2009,-16.43,-15.33,10
Ufa,28722,2010,-24.55,-16.54,10
Volgograd,34561,1939,-13.54,-13.54,1
Volgograd,34561,1940,-19.73,-16.64,2
Volgograd,34561,1942,-19.13,-17.47,3
Volgograd,34561,1944,-6.49,-14.72,4
Volgograd,34561,1945,-16.05,-14.99,5
Volgograd,34561,1946,-11.70,-14.44,6
Volgograd,34561,1947,-17.07,-14.82,7
Volgograd,34561,1948,-5.81,-13.69,8
Volgograd,34561,1949,-9.18,-13.15,8
Volgograd,34561,1950,-22.52,-13.49,8
Volgograd,34561,1951,-14.74,-13.63,9
Volgograd,34561,1952,-9.46,-12.56,9
Volgograd,34561,1953,-12.21,-12.52,10
Volgograd,34561,1954,-18.28,-13.70,10
Volgograd,34561,1955,-8.21,-12.92,10
Volgograd,34561,1961,-9.24,-11.48,5
Volgograd,34561,1962,-7.39,-11.06,5
Volgograd,34561,1963,-12.35,-11.09,5
Volgograd,34561,1964,-13.23,-10.08,5
Volgograd,34561,1965,-11.43,-10.73,5
Volgograd,34561,1966,-12.42,-11.01,6
Volgograd,34561,1967,-12.65,-11.24,7
Volgograd,34561,1968,-11.64,-11.29,8
Volgograd,34561,1969,-19.00,-12.15,9
Volgograd,34561,1970,-12.44,-12.18,10
Volgograd,34561,1971,-5.53,-11.81,10
Volgograd,34561,1972,-19.55,-13.02,10
Volgograd,34561,1973,-16.85,-13.47,10
Volgograd,34561,1974,-13.25,-13.48,10
Volgograd,34561,1975,-6.11,-12.94,10
Volgograd,34561,1976,-10.00,-12.70,10
Volgograd,34561,1977,-17.18,-13.16,10
Volgograd,34561,1978,-8.80,-12.87,10
Volgograd,34561,1979,-12.36,-12.21,10
Volgograd,34561,1980,-16.03,-12.57,10
Volgograd,34561,1981,-6.98,-12.71,10
Volgograd,34561,1982,-8.79,-11.64,10
Volgograd,34561,1983,-6.24,-10.57,10
Volgograd,34561,1984,-5.50,-9.80,10
Volgograd,34561,1985,-10.91,-10.28,10
Volgograd,34561,1986,-5.75,-9.85,10
Volgograd,34561,1987,-15.68,-9.70,10
